Airport,AP_NAME,FAA REGION,CITY,STATE,AP Type
04Y,HAWLEY MUNI,AGL,HAWLEY,MN,Public Use
,,,,,
14S,WESTPORT,ANM,WESTPORT,WA,Public Use
PKD,PARK RAPIDS MUNI-KONSHOK FIELD,AGL,PARK RAPIDS,MN,Public Use
D54,WEST FARGO MUNI,AGL,FARGO,ND,Public Use
MSO,MISSOULA INTL,ANM,MISSOULA,MT,Federalized/Commercial
FAR,HECTOR INTL,AGL,FARGO,ND,Federalized/Commercial
20U,BEACH,AGL,BEACH,ND,Public Use
JMS,JAMESTOWN RGNL,AGL,JAMESTOWN,ND,Federalized/Commercial
BAC,BARNES COUNTY MUNI,AGL,VALLEY CITY,ND,Public Use
S69,LINCOLN,ANM,LINCOLN,MT,Public Use
07Y,HILL CITY-QUADNA MOUNTAIN,AGL,HILL CITY,MN,Public Use
2S4,WARDEN,ANM,WARDEN,WA,Public Use
OLM,OLYMPIA RGNL,ANM,OLYMPIA,WA,Public Use
HQM,BOWERMAN,ANM,HOQUIAM,WA,Public Use
7S2,WINNETT,ANM,WINNETT,MT,Public Use
0S0,LIND,ANM,LIND,WA,Public Use
XVG,LONGVILLE MUNI,AGL,LONGVILLE,MN,Public Use
4W8,ELMA MUNI,ANM,ELMA,WA,Public Use
44T,HOSKINS FIELD,ANM,OLYMPIA,WA,Public Use
W04,OCEAN SHORES MUNI,ANM,OCEAN SHORES,WA,Public Use
21W,RANGER CREEK,ANM,GREENWATER,WA,Public Use
9M0,NORTH COUNTRY,AGL,DULUTH,MN,Public Use
ELN,BOWERS FIELD,ANM,ELLENSBURG,WA,Public Use
TWM,RICHARD B HELGESON,AGL,TWO HARBORS,MN,Public Use
LWT,LEWISTOWN MUNI,ANM,LEWISTOWN,MT,Public Use
52Y,REMER MUNI,AGL,REMER,MN,Public Use
3B8,SHADY ACRES,ANM,SPANAWAY,WA,Public Use
S44,SPANAWAY,ANM,SPANAWAY,WA,Public Use
PLU,PIERCE COUNTY - THUN FIELD,ANM,PUYALLUP,WA,Public Use
8U1,SAND SPRINGS STRIP,ANM,SAND SPRINGS,MT,Public Use
1A2,ARTHUR,AGL,ARTHUR,ND,Public Use
33S,PRU FIELD,ANM,RITZVILLE,WA,Public Use
S16,COPALIS STATE,ANM,COPALIS,WA,Public Use
GDV,DAWSON COMMUNITY,ANM,GLENDIVE,MT,Public Use
W37,AMERICAN LAKE,ANM,TACOMA,WA,Public Use
W20,MOSES LAKE MUNI,ANM,MOSES LAKE,WA,Public Use
M49,JOLLY FISHERMAN,AGL,WAUBUN,MN,Public Use
S64,STANFORD,ANM,STANFORD,MT,Public Use
05B,VAN BUREN,ANE,VAN BUREN,ME,Public Use
Y49,WALKER MUNI,AGL,WALKER,MN,Public Use
9S4,MINERAL COUNTY,ANM,SUPERIOR,MT,Public Use
CMX,HOUGHTON COUNTY MEMORIAL,AGL,HANCOCK,MI,Public Use
64G,PAGE RGNL,AGL,PAGE,ND,Public Use
M35,LINDEY'S LANDING WEST,ANM,SEELEY LAKE,MT,Public Use
2W1,DE VERE FIELD,ANM,CLE ELUM,WA,Public Use
23S,SEELEY LAKE,ANM,SEELEY LAKE,MT,Public Use
92B,LONG LAKE,ANE,SINCLAIR,ME,Public Use
S93,CLE ELUM MUNI,ANM,CLE ELUM,WA,Public Use
MWH,GRANT CO INTL,ANM,MOSES LAKE,WA,Public Use
GPZ,GRAND RAPIDS/ITASCA CO-GORDON NEWSTROM FLD,AGL,GRAND RAPIDS,MN,Public Use
80T,QUINCY MUNI,ANM,QUINCY,WA,Public Use
15S,LESTER STATE,ANM,LESTER,WA,Public Use
SHN,SANDERSON FIELD,ANM,SHELTON,WA,Public Use
73S,WILLARD FIELD,ANM,TEKOA,WA,Public Use
72S,ROSALIA MUNI,ANM,ROSALIA,WA,Public Use
BFW,SILVER BAY MUNI,AGL,SILVER BAY,MN,Public Use
95D,BEULAH,AGL,BEULAH,ND,Public Use
ESW,EASTON STATE,ANM,EASTON,WA,Public Use
D00,NORMAN COUNTY ADA/TWIN VALLEY,AGL,ADA/TWIN VALLEY,MN,Public Use
3N8,MAHNOMEN COUNTY,AGL,MAHNOMEN,MN,Public Use
TIW,TACOMA NARROWS,ANM,TACOMA,WA,Public Use
FVE,NORTHERN AROOSTOOK RGNL,ANE,FRENCHVILLE,ME,Public Use
HZE,MERCER COUNTY RGNL,AGL,HAZEN,ND,Public Use
EPH,EPHRATA MUNI,ANM,EPHRATA,WA,Public Use
5U0,DENTON,ANM,DENTON,MT,Public Use
52S,ST IGNATIUS,ANM,ST IGNATIUS,MT,Public Use
S72,ST MARIES MUNI,ANM,ST MARIES,ID,Public Use
S50,AUBURN MUNI,ANM,AUBURN,WA,Public Use
JDN,JORDAN,ANM,JORDAN,MT,Public Use
S36,CREST AIRPARK,ANM,KENT,WA,Public Use
43D,ODESSA MUNI,ANM,ODESSA,WA,Public Use
5C8,WASHBURN MUNI,AGL,WASHBURN,ND,Public Use
3H4,HILLSBORO MUNI,AGL,HILLSBORO,ND,Public Use
5C3,NARY NATIONAL-SHEFLAND FIELD,AGL,NARY,MN,Public Use
HIB,RANGE RGNL,AGL,HIBBING,MN,Public Use
9Y1,WEYDAHL FIELD,AGL,KILLDEER,ND,Public Use
4W0,BANDERA STATE,ANM,BANDERA,WA,Public Use
EAT,PANGBORN MEMORIAL,ANM,WENATCHEE,WA,Federalized/Commercial
4U6,CIRCLE TOWN COUNTY,ANM,CIRCLE,MT,Public Use
S32,COOPERSTOWN MUNI,AGL,COOPERSTOWN,ND,Public Use
5W1,WILSON CREEK,ANM,WILSON CREEK,WA,Public Use
EVM,EVELETH-VIRGINIA MUNI,AGL,EVELETH,MN,Public Use
SEA,SEATTLE-TACOMA INTL,ANM,SEATTLE,WA,Federalized/Commercial
46D,CARRINGTON MUNI,AGL,CARRINGTON,ND,Public Use
2S1,VASHON MUNI,ANM,VASHON,WA,Public Use
9Y5,SKY HARBOR,AGL,EVELETH,MN,Public Use
7G2,MC CLUSKY MUNI,AGL,MC CLUSKY,ND,Public Use
3U5,AUGUSTA,ANM,AUGUSTA,MT,Public Use
S34,PLAINS,ANM,PLAINS,MT,Public Use
D56,MAYVILLE MUNI,AGL,MAYVILLE,ND,Public Use
3U7,BENCHMARK,ANM,AUGUSTA,MT,Public Use
GTF,GREAT FALLS INTL,ANM,GREAT FALLS,MT,Federalized/Commercial
37N,GARRISON DAM RECREATIONAL AIRPARK,AGL,RIVERDALE,ND,Public Use
PWT,BREMERTON NATIONAL,ANM,BREMERTON,WA,Public Use
RNT,RENTON MUNI,ANM,RENTON,WA,Public Use
96M,MOBERG AIR BASE,AGL,BEMIDJI,MN,Public Use
W36,WILL ROGERS WILEY POST MEMORIAL,ANM,RENTON,WA,Public Use
91N,TURTLE LAKE MUNI,AGL,TURTLE LAKE,ND,Public Use
BJI,BEMIDJI RGNL,AGL,BEMIDJI,MN,Federalized/Commercial
8S2,CASHMERE-DRYDEN,ANM,CASHMERE,WA,Public Use
7Y4,BAGLEY MUNI,AGL,BAGLEY,MN,Public Use
BFI,BOEING FIELD/KING COUNTY INTL,ANM,SEATTLE,WA,Public Use
S04,CONDON USFS,ANM,CONDON,MT,Public Use
S83,SHOSHONE COUNTY,ANM,KELLOGG,ID,Public Use
9S7,WINIFRED,ANM,WINIFRED,MT,Public Use
D14,FERTILE MUNI,AGL,FERTILE,MN,Public Use
9Y0,BOWSTRING,AGL,BOWSTRING,MN,Public Use
7S0,RONAN,ANM,RONAN,MT,Public Use
THM,THOMPSON FALLS,ANM,THOMPSON FALLS,MT,Public Use
FSE,FOSSTON MUNI,AGL,FOSSTON,MN,Public Use
5U8,GERALDINE,ANM,GERALDINE,MT,Public Use
S09,HOT SPRINGS,ANM,HOT SPRINGS,MT,Public Use
MT3,KNOX RIDGE,ANM,WINIFRED,MT,Public Use
GEG,SPOKANE INTL,ANM,SPOKANE,WA,Federalized/Commercial
7U8,RICHEY,ANM,RICHEY,MT,Public Use
0W0,SEATTLE SEAPLANES,ANM,SEATTLE,WA,Public Use
W55,KENMORE AIR HARBOR,ANM,SEATTLE,WA,Public Use
5U5,FAIRFIELD,ANM,FAIRFIELD,MT,Public Use
68S,DAVENPORT,ANM,DAVENPORT,WA,Public Use
D05,GARRISON MUNI,AGL,GARRISON,ND,Public Use
2S5,WATERVILLE,ANM,WATERVILLE,WA,Public Use
8W5,APEX AIRPARK,ANM,SILVERDALE,WA,Public Use
D24,FESSENDEN-STREIBEL MUNI,AGL,FESSENDEN,ND,Public Use
S76,BROOKS,ANM,COEUR D'ALENE,ID,Public Use
SFF,FELTS FIELD,ANM,SPOKANE,WA,Public Use
8S1,POLSON,ANM,POLSON,MT,Public Use
8J7,TOMLINSON FIELD,AGL,NEW ROCKFORD,ND,Public Use
SDY,SIDNEY-RICHLAND MUNI,ANM,SIDNEY,MT,Public Use
S88,SKYKOMISH STATE,ANM,SKYKOMISH,WA,Public Use
4V4,NORTHWOOD MUNI-VINCE FIELD,AGL,NORTHWOOD,ND,Public Use
83Q,PORT OF POULSBO MARINA MOORAGE,ANM,POULSBO,WA,Public Use
2S8,WILBUR,ANM,WILBUR,WA,Public Use
S60,KENMORE AIR HARBOR INC,ANM,KENMORE,WA,Public Use
8M6,MC VILLE MUNI,AGL,MC VILLE,ND,Public Use
COE,COEUR D'ALENE - PAPPY BOYINGTON FIELD,ANM,COEUR D'ALENE,ID,Public Use
WH0,WOODHAWK,ANM,WINIFRED,MT,Public Use
FOZ,BIGFORK MUNI,AGL,BIGFORK,MN,Public Use
70S,MEAD FLYING SERVICE,ANM,MEAD,WA,Public Use
5H4,HARVEY MUNI,AGL,HARVEY,ND,Public Use
S25,WATFORD CITY MUNI,AGL,WATFORD CITY,ND,Public Use
8W3,MANSFIELD,ANM,MANSFIELD,WA,Public Use
12D,TOWER MUNI,AGL,TOWER,MN,Public Use
27W,LAKE WENATCHEE STATE,ANM,LEAVENWORTH,WA,Public Use
CQM,COOK MUNI,AGL,COOK,MN,Public Use
0G5,GRAND MARAIS/COOK COUNTY,AGL,GRAND MARAIS,MN,Public Use
ELO,ELY MUNI,AGL,ELY,MN,Public Use
D81,RED LAKE FALLS MUNI,AGL,RED LAKE FALLS,MN,Public Use
CII,CHOTEAU,ANM,CHOTEAU,MT,Public Use
S77,MAGEE,ANM,COEUR D'ALENE,ID,Public Use
CKC,GRAND MARAIS/COOK COUNTY,AGL,GRAND MARAIS,MN,Public Use
CKN,CROOKSTON MUNI KIRKWOOD FLD,AGL,CROOKSTON,MN,Public Use
79S,FORT BENTON,ANM,FORT BENTON,MT,Public Use
BB0,BLACK BUTTE NORTH,ANM,WINIFRED,MT,Public Use
5U1,DUTTON,ANM,DUTTON,MT,Public Use
BW8,BULLWHACKER,ANM,WINIFRED,MT,Public Use
0S1,MEADOW CREEK USFS,ANM,MEADOW CREEK,MT,Public Use
5U6,FAIRVIEW,ANM,FAIRVIEW,MT,Public Use
S10,LAKE CHELAN,ANM,CHELAN,WA,Public Use
S86,SKY HARBOR,ANM,SULTAN,WA,Public Use
W16,FIRSTAIR FIELD,ANM,MONROE,WA,Public Use
LC0,LEFT COULEE,ANM,WINIFRED,MT,Public Use
43Y,NORTHOME MUNI,AGL,NORTHOME,MN,Public Use
S43,HARVEY FIELD,ANM,SNOHOMISH,WA,Public Use
2L1,LARIMORE MUNI,AGL,LARIMORE,ND,Public Use
PAE,SNOHOMISH COUNTY (PAINE FLD),ANM,EVERETT,WA,Public Use
3W7,GRAND COULEE DAM,ANM,ELECTRIC CITY,WA,Public Use
Y74,PARSHALL-HANKINS,AGL,PARSHALL,ND,Public Use
UIL,QUILLAYUTE,ANM,QUILLAYUTE,WA,Public Use
S18,FORKS,ANM,FORKS,WA,Public Use
GFK,GRAND FORKS INTL,AGL,GRAND FORKS,ND,Federalized/Commercial
CW0,COW CREEK,ANM,WINIFRED,MT,Public Use
8U4,SPOTTED BEAR /USFS/,ANM,SPOTTED BEAR,MT,Public Use
05D,NEW TOWN MUNI,AGL,NEW TOWN,ND,Public Use
DEW,DEER PARK,ANM,DEER PARK,WA,Public Use
6D3,MADDOCK MUNI,AGL,MADDOCK,ND,Public Use
C72,CROSS WINDS,ANM,CLAYTON,WA,Public Use
37S,FORT PECK,ANM,FORT PECK,MT,Public Use
ORB,ORR RGNL,AGL,ORR,MN,Public Use
W10,WHIDBEY AIR PARK,ANM,LANGLEY,WA,Public Use
5L0,LAKOTA MUNI,AGL,LAKOTA,ND,Public Use
Y99,TRULSON FIELD,AGL,PLAZA,ND,Public Use
0S9,JEFFERSON COUNTY INTL,ANM,PORT TOWNSEND,WA,Public Use
53U,FERNDALE AIRFIELD,ANM,BIGFORK,MT,Public Use
TVF,THIEF RIVER FALLS RGNL,AGL,THIEF RIVER FALLS,MN,Public Use
8U2,SCHAFER /USFS/,ANM,SCHAFER,MT,Public Use
OLF,L M CLAYTON,ANM,WOLF POINT,MT,Public Use
W28,SEQUIM VALLEY,ANM,SEQUIM,WA,Public Use
S97,ANDERSON FIELD,ANM,BREWSTER,WA,Public Use
DVL,DEVILS LAKE RGNL,AGL,DEVILS LAKE,ND,Public Use
CLM,WILLIAM R FAIRCHILD INTL,ANM,PORT ANGELES,WA,Public Use
PO1,POPLAR MUNI,ANM,POPLAR,MT,Public Use
VWU,WASKISH MUNI,AGL,WASKISH,MN,Public Use
S85,BIG SKY FIELD,ANM,CULBERTSON,MT,Public Use
AWO,ARLINGTON MUNI,ANM,ARLINGTON,WA,Public Use
3U8,BIG SANDY,ANM,BIG SANDY,MT,Public Use
S01,CONRAD,ANM,CONRAD,MT,Public Use
ISN,SLOULIN FLD INTL,AGL,WILLISTON,ND,Public Use
S27,KALISPELL CITY,ANM,KALISPELL,MT,Public Use
1S6,PRIEST RIVER MUNI,ANM,PRIEST RIVER,ID,Public Use
D37,WARREN MUNI,AGL,WARREN,MN,Public Use
7Y9,BIG FALLS MUNI,AGL,BIG FALLS,MN,Public Use
GGW,WOKAL FIELD/GLASGOW INTL,ANM,GLASGOW,MT,Public Use
S96,LAKE PEND OREILLE,ANM,GLENGARY,ID,Public Use
OKH,AJ EISENBERG,ANM,OAK HARBOR,WA,Public Use
13W,CAMANO ISLAND AIRFIELD,ANM,STANWOOD,WA,Public Use
MOT,MINOT INTL,AGL,MINOT,ND,Federalized/Commercial
1S2,DARRINGTON MUNI,ANM,DARRINGTON,WA,Public Use
11S,SEKIU,ANM,SEKIU,WA,Public Use
CDD,SCOTTS,AGL,CRANE LAKE,MN,Public Use
D06,MINTO MUNI,AGL,MINTO,ND,Public Use
S59,LIBBY,ANM,LIBBY,MT,Public Use
D31,LEEDS MUNI,AGL,LEEDS,ND,Public Use
3G2,GRYGLA MUNI - MEL WILKENS FIELD,AGL,GRYGLA,MN,Public Use
SZT,SANDPOINT,ANM,SANDPOINT,ID,Public Use
7S7,VALIER,ANM,VALIER,MT,Public Use
08D,STANLEY MUNI,AGL,STANLEY,ND,Public Use
GPI,GLACIER PARK INTL,ANM,KALISPELL,MT,Public Use
B70,TIBER DAM,ANM,TIBER DAM,MT,Public Use
1S9,SAND CANYON,ANM,CHEWELAH,WA,Public Use
6S9,STEHEKIN STATE,ANM,STEHEKIN,WA,Public Use
2S0,TWISP MUNI,ANM,TWISP,WA,Public Use
D61,TOWNER MUNI,AGL,TOWNER,ND,Public Use
S35,OKANOGAN LEGION,ANM,OKANOGAN,WA,Public Use
M75,MALTA,ANM,MALTA,MT,Public Use
D60,TIOGA MUNI,AGL,TIOGA,ND,Public Use
6U5,HINSDALE,ANM,HINSDALE,MT,Public Use
RUG,RUGBY MUNI,AGL,RUGBY,ND,Public Use
Y37,PARK RIVER - W C SKJERVEN FIELD,AGL,PARK RIVER,ND,Public Use
GAF,HUTSON FIELD,AGL,GRAFTON,ND,Public Use
58S,WHITEFISH,ANM,WHITEFISH,MT,Public Use
13Y,LITTLEFORK MUNI/HANOVER,AGL,LITTLEFORK,MN,Public Use
S52,METHOW VALLEY STATE,ANM,WINTHROP,WA,Public Use
D41,STEPHEN MUNI,AGL,STEPHEN,MN,Public Use
OMK,OMAK,ANM,OMAK,WA,Public Use
BVS,SKAGIT RGNL,ANM,BURLINGTON/MOUNT VERNON,WA,Public Use
9D7,CANDO MUNI,AGL,CANDO,ND,Public Use
57S,TROY,ANM,TROY,MT,Public Use
U09,FORT BELKNAP AGENCY,ANM,HARLEM,MT,Public Use
21H,SKYLINE,ANM,ANACORTES,WA,Public Use
S31,LOPEZ ISLAND,ANM,LOPEZ,WA,Public Use
74S,ANACORTES,ANM,ANACORTES,WA,Public Use
LTY,LIBERTY COUNTY,ANM,CHESTER,MT,Public Use
4U4,HEBBELMAN,ANM,CHINOOK,MT,Public Use
81W,FISHERMANS BAY,ANM,LOPEZ,WA,Public Use
66S,CAVANAUGH BAY,ANM,COOLIN,ID,Public Use
FHR,FRIDAY HARBOR,ANM,FRIDAY HARBOR,WA,Public Use
3W5,MEARS FIELD,ANM,CONCRETE,WA,Public Use
W33,FRIDAY HARBOR,ANM,FRIDAY HARBOR,WA,Public Use
D28,TANGLEFOOT,ANM,CAVANAUGH BAY,ID,Public Use
SBX,SHELBY,ANM,SHELBY,MT,Public Use
HVR,HAVRE CITY-COUNTY,ANM,HAVRE,MT,Public Use
63S,COLVILLE MUNI,ANM,COLVILLE,WA,Public Use
INL,FALLS INTL,AGL,INTERNATIONAL FALLS,MN,Public Use
48S,HARLEM,ANM,HARLEM,MT,Public Use
67S,PRIEST LAKE USFS,ANM,NORDMAN,ID,Public Use
23D,KARLSTAD MUNI,AGL,KARLSTAD,MN,Public Use
S71,EDGAR G OBIE,ANM,CHINOOK,MT,Public Use
8S0,STARR-BROWNING AIRSTRIP,ANM,BROWNING,MT,Public Use
09I,INTERNATIONAL FALLS,AGL,INTERNATIONAL FALLS,MN,Public Use
W39,ROCHE HARBOR,ANM,ROCHE HARBOR,WA,Public Use
CTB,CUT BANK MUNI,ANM,CUT BANK,MT,Public Use
D29,DRAYTON MUNI,AGL,DRAYTON,ND,Public Use
4S5,ST THOMAS MUNI,AGL,ST THOMAS,ND,Public Use
W49,ROSARIO,ANM,ROSARIO,WA,Public Use
W12,LOST RIVER RESORT,ANM,MAZAMA,WA,Public Use
2H9,ROLETTE,AGL,ROLETTE,ND,Public Use
7K5,KENMARE MUNI,AGL,KENMARE,ND,Public Use
S23,IONE MUNI,ANM,IONE,WA,Public Use
ORS,ORCAS ISLAND,ANM,EASTSOUND,WA,Public Use
R49,FERRY COUNTY,ANM,REPUBLIC,WA,Public Use
W01,TONASKET MUNI,ANM,TONASKET,WA,Public Use
65S,BOUNDARY COUNTY,ANM,BONNERS FERRY,ID,Public Use
BDE,BAUDETTE INTL,AGL,BAUDETTE,MN,Public Use
0W7,FLOATHAVEN,ANM,BELLINGHAM,WA,Public Use
HCO,HALLOCK MUNI,AGL,HALLOCK,MN,Public Use
D55,ROBERTSON FIELD,AGL,LANGDON,ND,Public Use
HBC,MOHALL MUNI,AGL,MOHALL,ND,Public Use
2C8,CAVALIER MUNI,AGL,CAVALIER,ND,Public Use
PWD,SHER-WOOD,ANM,PLENTYWOOD,MT,Public Use
BLI,BELLINGHAM INTL,ANM,BELLINGHAM,WA,Federalized/Commercial
9S2,SCOBEY,ANM,SCOBEY,MT,Public Use
5B4,BOWBELLS MUNI,AGL,BOWBELLS,ND,Public Use
D09,BOTTINEAU MUNI,AGL,BOTTINEAU,ND,Public Use
09S,SULLIVAN LAKE STATE,ANM,METALINE FALLS,WA,Public Use
49S,BABB,ANM,BABB,MT,Public Use
9U0,TURNER,ANM,TURNER,MT,Public Use
ROX,ROSEAU MUNI/RUDY BILLBERG FIELD,AGL,ROSEAU,MN,Public Use
6U6,HOGELAND,ANM,HOGELAND,MT,Public Use
S00,OPHEIM,ANM,OPHEIM,MT,Public Use
06D,ROLLA MUNI,AGL,ROLLA,ND,Public Use
8U5,SUNBURST,ANM,SUNBURST,MT,Public Use
D49,COLUMBUS MUNI,AGL,COLUMBUS,ND,Public Use
D64,WESTHOPE MUNI,AGL,WESTHOPE,ND,Public Use
D50,CROSBY MUNI,AGL,CROSBY,ND,Public Use
96D,WALHALLA MUNI,AGL,WALHALLA,ND,Public Use
RRT,WARROAD INTL MEMORIAL,AGL,WARROAD,MN,Public Use
PMB,PEMBINA MUNI,AGL,PEMBINA,ND,Public Use
38W,LYNDEN,ANM,LYNDEN,WA,Public Use
0S7,DOROTHY SCOTT,ANM,OROVILLE,WA,Public Use
88M,EUREKA,ANM,EUREKA,MT,Public Use
1RL,POINT ROBERTS AIRPARK,ANM,POINT ROBERTS,WA,Public Use
1S1,ECKHART INTL,ANM,PORTHILL,ID,Public Use
S28,INTL PEACE GARDEN,AGL,DUNSEITH,ND,Public Use
69S,AVEY FIELD STATE,ANM,LAURIER,WA,Public Use
7S8,ROSS INTL,ANM,SWEETGRASS,MT,Public Use
48Y,PINEY PINECREEK BORDER,AGL,PINECREEK,MN,Public Use
H28,WHETSTONE INTL,ANM,PORT OF DEL BONITA,MT,Public Use
8U3,SCOBEY BORDER STATION /EAST POPLAR INTL/,ANM,SCOBEY,MT,Public Use
ADK,ADAK,AAL,ADAK ISLAND,AK,Public Use
AKA,ATKA,AAL,ATKA,AK,Public Use
KCN,CHERNOFSKI HARBOR,AAL,CHERNOFSKI HARBOR,AK,Public Use
DUT,UNALASKA,AAL,UNALASKA,AK,Public Use
KQA,AKUTAN,AAL,AKUTAN,AK,Public Use
7AK,AKUTAN,AAL,AKUTAN,AK,Public Use
KFP,FALSE PASS,AAL,FALSE PASS,AK,Public Use
Z43,TAMGAS HARBOR,AAL,ANNETTE,AK,Public Use
KVC,KING COVE,AAL,KING COVE,AK,Public Use
MTM,METLAKATLA,AAL,METLAKATLA,AK,Public Use
CDB,COLD BAY,AAL,COLD BAY,AK,Public Use
HYG,HYDABURG,AAL,HYDABURG,AK,Public Use
36H,SQUAW HARBOR,AAL,SQUAW HARBOR,AK,Public Use
Z87,BLINN LAKE,AAL,COLD BAY,AK,Public Use
KWF,WATERFALL,AAL,WATERFALL,AK,Public Use
SDP,SAND POINT,AAL,SAND POINT,AK,Public Use
5KE,KETCHIKAN HARBOR,AAL,KETCHIKAN,AK,Public Use
KTN,KETCHIKAN INTL,AAL,KETCHIKAN,AK,Federalized/Commercial
9C0,PENINSULA POINT PULLOUT,AAL,KETCHIKAN,AK,Public Use
8K9,MURPHYS PULLOUT,AAL,KETCHIKAN,AK,Public Use
CGA,CRAIG,AAL,CRAIG,AK,Public Use
HYL,HOLLIS CLARK BAY,AAL,HOLLIS,AK,Public Use
WSB,STEAMBOAT BAY,AAL,STEAMBOAT BAY,AK,Public Use
KXA,KASAAN,AAL,KASAAN,AK,Public Use
AQC,KLAWOCK,AAL,KLAWOCK,AK,Public Use
AKW,KLAWOCK,AAL,KLAWOCK,AK,Public Use
13Z,LORING,AAL,LORING,AK,Public Use
KTB,THORNE BAY,AAL,THORNE BAY,AK,Public Use
84K,MEYERS CHUCK,AAL,MEYERS CHUCK,AK,Public Use
16K,PORT ALICE,AAL,PORT ALICE,AK,Public Use
AK62,NAUKATI BAY,AAL,TUXEKAN ISLAND,AK,Public Use
KIB,IVANOF BAY,AAL,IVANOF BAY,AK,Public Use
4Z7,HYDER,AAL,HYDER,AK,Public Use
PEV,PERRYVILLE,AAL,PERRYVILLE,AK,Public Use
78K,YES BAY LODGE,AAL,YES BAY,AK,Public Use
57A,TOKEEN,AAL,TOKEEN,AK,Public Use
5C5,EL CAPITAN LODGE,AAL,CRAIG,AK,Public Use
Z71,CAPE POLE,AAL,CAPE POLE,AK,Public Use
OUL,NELSON LAGOON,AAL,NELSON LAGOON,AK,Public Use
KCC,COFFMAN COVE,AAL,COFFMAN COVE,AK,Public Use
Z52,JOHNSONS LANDING,AAL,BEAR LAKE,AK,Public Use
96Z,NORTH WHALE,AAL,NORTH WHALE PASS,AK,Public Use
AHP,PORT ALEXANDER,AAL,PORT ALEXANDER,AK,Public Use
A79,CHIGNIK LAKE,AAL,CHIGNIK LAKE,AK,Public Use
Z78,CHIGNIK BAY,AAL,CHIGNIK,AK,Public Use
KCL,CHIGNIK LAGOON,AAL,CHIGNIK LAGOON,AK,Public Use
AJC,CHIGNIK,AAL,CHIGNIK,AK,Public Use
19P,PORT PROTECTION,AAL,PORT PROTECTION,AK,Public Use
KPB,POINT BAKER,AAL,POINT BAKER,AK,Public Use
PWR,PORT WALTER,AAL,PORT WALTER,AK,Public Use
68A,WRANGELL,AAL,WRANGELL,AK,Public Use
WRG,WRANGELL,AAL,WRANGELL,AK,Public Use
PBV,ST GEORGE,AAL,ST GEORGE,AK,Public Use
PSG,PETERSBURG JAMES A JOHNSON,AAL,PETERSBURG,AK,Public Use
63A,LLOYD R. ROUNDTREE SEAPLANE FACILITY,AAL,PETERSBURG,AK,Public Use
A23,SAGINAW,AAL,SAGINAW BAY,AK,Public Use
ALZ,ALITAK,AAL,LAZY BAY,AK,Public Use
AKK,AKHIOK,AAL,AKHIOK,AK,Public Use
PTH,PORT HEIDEN,AAL,PORT HEIDEN,AK,Public Use
AFE,KAKE,AAL,KAKE,AK,Public Use
KAE,KAKE,AAL,KAKE,AK,Public Use
KMY,MOSER BAY,AAL,MOSER BAY,AK,Public Use
SIT,SITKA ROCKY GUTIERREZ,AAL,SITKA,AK,Public Use
A29,SITKA,AAL,SITKA,AK,Public Use
BNF,WARM SPRING BAY,AAL,BARANOF,AK,Public Use
KOY,OLGA BAY,AAL,OLGA BAY,AK,Public Use
SNP,ST PAUL ISLAND,AAL,ST PAUL ISLAND,AK,Public Use
6R7,OLD HARBOR,AAL,OLD HARBOR,AK,Public Use
KKL,KARLUK LAKE,AAL,KARLUK LAKE,AK,Public Use
2Z1,ENTRANCE ISLAND,AAL,ENTRANCE ISLAND,AK,Public Use
UGB,UGASHIK BAY,AAL,PILOT POINT,AK,Public Use
AGN,ANGOON,AAL,ANGOON,AK,Public Use
CYM,CHATHAM,AAL,CHATHAM,AK,Public Use
9A8,UGASHIK,AAL,UGASHIK,AK,Public Use
2Z6,FALSE ISLAND,AAL,FALSE ISLAND,AK,Public Use
2A3,LARSEN BAY,AAL,LARSEN BAY,AK,Public Use
KYK,KARLUK,AAL,KARLUK,AK,Public Use
PNP,PILOT POINT,AAL,PILOT POINT,AK,Public Use
WSJ,SAN JUAN /UGANIK/,AAL,SAN JUAN,AK,Public Use
ADQ,KODIAK,AAL,KODIAK,AK,Public Use
KWP,WEST POINT VILLAGE,AAL,WEST POINT,AK,Public Use
TKE,TENAKEE,AAL,TENAKEE SPRINGS,AK,Public Use
T44,TRIDENT BASIN,AAL,KODIAK,AK,Public Use
9Z3,KODIAK /LILLY LAKE/,AAL,KODIAK,AK,Public Use
KDK,KODIAK MUNI,AAL,KODIAK,AK,Public Use
ORI,PORT LIONS,AAL,PORT LIONS,AK,Public Use
KPY,PORT BAILEY,AAL,PORT BAILEY,AK,Public Use
4K5,OUZINKIE,AAL,OUZINKIE,AK,Public Use
PEC,PELICAN,AAL,PELICAN,AK,Public Use
A43,TAKU HARBOR,AAL,TAKU HARBOR,AK,Public Use
HNH,HOONAH,AAL,HOONAH,AK,Public Use
OOH,HOONAH,AAL,HOONAH,AK,Public Use
EII,EGEGIK,AAL,EGEGIK,AK,Public Use
KKB,KITOI BAY,AAL,KITOI BAY,AK,Public Use
ELV,ELFIN COVE,AAL,ELFIN COVE,AK,Public Use
FNR,FUNTER BAY,AAL,FUNTER BAY,AK,Public Use
5Z1,JUNEAU HARBOR,AAL,JUNEAU,AK,Public Use
JNU,JUNEAU INTL,AAL,JUNEAU,AK,Federalized/Commercial
EXI,EXCURSION INLET,AAL,EXCURSION INLET,AK,Public Use
